amfi_code,scheme_name,category,beta,alpha_annualized_pct,r_squared,p_value,std_err
119092,Axis Bluechip Fund - Regular - Growth,Equity,0.009730745001153628,6.899529821677549,8.08263769381076e-05,0.7608083592013819,0.03195731437489773
120507,ICICI Pru Liquid Fund - Regular - Growth,Debt,-0.0004440926329707225,6.746210411099539,0.00013430661440679814,0.6947484438507023,0.0011313943164611136
120844,Kotak Liquid Fund - Regular - Growth,Debt,-0.0004007442394783998,6.4556774953759986,0.00010125435692271705,0.7333100820090808,0.0011758630169772715
101208,ABSL Liquid Fund - Regular - Growth,Debt,0.00026670968338238324,6.086145795787115,4.607623677105196e-05,0.8182140691419655,0.0011601351054846402
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,Debt,-0.006413850728276475,5.620895216638369,0.00043426033217200497,0.48038566300028673,0.009085895556734057
118636,Nippon India Gilt Securities Fund - Regular - Growth,Debt,0.001256674273155849,5.074772999976104,1.6516652310332834e-05,0.8905486864137587,0.009130118523202281
119599,SBI Small Cap Fund - Direct Plan - Growth,Equity,0.062001804382671666,4.882421594553985,0.0010259205326765958,0.2780039623382626,0.05712719081984045
119095,Axis Small Cap Fund - Regular - Growth,Equity,-0.06695117463929201,4.801595363775955,0.001185159346448672,0.24360834209000354,0.057389258362368696
100025,HDFC Short Term Debt Fund - Regular - Growth,Debt,0.0011582183155281432,4.281792031506088,1.4612842041844947e-05,0.8970124515162728,0.008946191727361887
100016,HDFC Top 100 Fund - Regular Plan - Growth,Equity,-0.05826843143880892,3.747580763443281,0.0026650326981333245,0.08026442483699607,0.033282877789576594
102886,UTI Mid Cap Fund - Regular - Growth,Equity,-0.042125029021894314,2.8969397866379443,0.0008964294600687574,0.31057770814660474,0.04152462310680976
